,country,eastwest,eumember,year,expert,party_id,family,cmp_id,party,vote,seat,electionyear,epvote,govt,eu_position,eu_salience,eu_dissent,eu_blur,eu_benefit,eu_ep,eu_fiscal,eu_intmark,eu_employ,eu_budgets,eu_agri,eu_cohesion,eu_environ,eu_asylum,eu_foreign,eu_turkey,lrgen,lrecon,lrecon_salience,lrecon_dissent,lrecon_blur,galtan,galtan_salience,galtan_dissent,galtan_blur,spendvtax,spendvtax_salience,deregulation,dereg_salience,redistribution,redist_salience,econ_interven,civlib_laworder,civlib_salience,sociallifestyle,social_salience,religious_principles,relig_salience,immigrate_policy,immigrate_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,urban_rural,urban_salience,environment,enviro_salience,cosmo,cosmo_salience,protectionism,regions,region_salience,international_security,international_salience,us,us_salience,ethnic_minorities,ethnic_salience,nationalism,russian_interference,anti_islam_rhetoric,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership,mip_one,mip_two,mip_three,chesversion
902,IE,1,1,2014,9,705,Green,53110.0,GP,1.9,0.0,2011,4.9,0.0,4.375,5.3333335,2.4285715,,1.125,4.66666650772095,,4.0,,2.5,,5.0,,,3.66666674613953,2.5,3.75,3.75,8.5,,,2.625,5.625,,,3.28571438789368,,3.66666674613953,,3.42857146263123,,3.3333333,4.0,,1.66666662693024,,1.71428573131561,,4.16666650772095,,,5.0,,,2.59999990463257,,0.71428573,,,,,3.8,,6.1999998,,,,2.0,,3.1666667,,,,5.0,5.1999998,,6.0,13.0,4.0,2020.1
903,IE,1,1,2019,7,705,Green,53110.0,GP,2.72,1.4,2016,11.4,0.0,5.85714292526245,4.7142859,1.3333334,3.75,,,,6.14285707473755,,3.4285715,,6.0,,5.59999990463257,2.71428561210632,,3.14285707473755,3.14285707473755,5.1428571,2.0,4.1999998,2.14285707473755,6.2857141,1.5,3.75,3.28571438789368,,3.28571438789368,,3.0,6.2857141494751,2.7142856,4.2857141494751,,2.14285707473755,,2.0,,3.33333325386047,4.33333349227905,1.0,2.5999999,3.75,2.25,2.85714292526245,,1.2857143,9.4285717,,,5.4285712,3.5,,,,,,4.0,,2.5714285,0.2857143,0.42857143,6.0,4.0,4.8333335,2.5714285,,,,2020.1
904,IT,1,1,1999,6,808,Green,32110.0,FdV,2.5,2.5,1996,1.75999999046326,1.0,5.33333349227905,4.583333,3.0,,,5.5,4.59999990463257,,5.0,,,5.19999980926514,6.83333349227905,6.59999990463257,4.33333349227905,,3.83333325386047,3.83333325386047,,,,1.33333337306976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
905,IT,1,1,2006,8,808,Green,32110.0,VERDI,2.0,2.4000001,2006,2.5,0.5,5.88,6.6666665,1.63,,,6.2,,5.17,,,,6.0,,,5.43,5.6,2.29,3.0,,,,0.63,,,,1.13999998569489,5.5,2.5,4.5,2.5,6.0,,0.5,7.0,0.600000023841858,8.39999961853027,0.5,3.59999990463257,1.83000004291534,5.82999992370606,,2.75,,,3.67000007629395,6.32999992370606,,,1.0,6.0,,3.75,6.1999998,,,1.6,6.6700001,1.0,7.0,,,,,,,,,,,2020.1
906,IT,1,1,2010,9,808,Green,32110.0,VERDI,0.78,0.0,2008,,0.0,5.85714292526245,5.7142854,1.75,,1.5714285,6.5,,5.16666650772095,,,,6.40000009536743,,,5.59999990463257,5.19999980926514,1.75,2.0,,,,0.75,,,,1.57142853736877,8.14285755157471,2.14285707473755,6.7142858505249,2.0,7.7142858505249,,2.14285707473755,6.7142858505249,0.625,8.66666698455811,0.428571432828903,5.57142877578735,1.14285719394684,7.83333349227905,,1.1666666,7.1999998,,5.19999980926514,5.0,0.2857143,9.7142859,,,,3.1666667,6.0,7.1428571,7.8333335,,,0.857142865657806,7.66666650772095,,,,,,,,,,,2020.1
907,NL,1,1,1999,11,1005,Green,22110.0,GL,7.3,7.3000002,1998,11.8500003814697,0.0,4.45454549789429,4.5454545,2.9545455,,,6.45454549789429,5.44444465637207,,5.55555534362793,,,6.0,6.22222232818604,6.09999990463257,4.09999990463257,,2.59999990463257,2.40000009536743,,,,1.90909087657929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
908,NL,1,1,2002,9,1005,Green,22110.0,GL,7.0,6.6999998,2002,11.8500003814697,0.0,5.38,4.6000004,2.3666668,,,6.0,,3.75,6.0,,3.33,4.6,6.5,5.29,4.86,,2.5,1.89,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
909,NL,1,1,2006,12,1005,Green,22110.0,GL,4.6,4.6999998,2006,7.40000009536743,0.0,5.45,4.2333331,1.75,,,5.5,,4.33,,,,4.8,,,5.5,5.25,2.18,2.0,,,,2.4,,,,1.86000001430512,5.67000007629395,2.0,6.75,3.14000010490418,6.59999990463257,,3.5,4.59999990463257,1.5,5.32999992370606,2.0,5.40000009536743,2.17000007629395,7.0,,2.5,,,3.5,4.75,,,3.2,6.1999998,,4.0,2.3299999,,,3.2,5.6700001,3.20000004768372,6.0,,,,,,,,,,,2020.1
910,NL,1,1,2010,14,1018,Green,22951.0,PvdD,1.3,1.3,2010,3.46000003814697,0.0,3.625,2.5641024,1.8,,2.3571429,4.25,,4.19999980926514,,,,4.19999980926514,,,3.40000009536743,3.79999995231628,3.36363649368286,3.55555534362793,,,,3.80000019073486,,,,3.57142853736877,2.90000009536743,4.0,2.0,4.16666650772095,2.0,,4.19999980926514,2.75,2.79999995231628,4.25,4.80000019073486,2.71428561210632,3.5,2.66666674613953,,3.75,2.6666667,,2.5,4.22222232818604,1.625,8.625,,,,5.0,3.0,5.0,2.1428571,,,4.33333349227905,3.28571438789368,,,,,,,,,,,2020.1
911,NL,1,1,2010,14,1005,Green,22110.0,GL,6.7,6.6999998,2010,8.86999988555908,0.0,6.2142858505249,6.4285717,2.1666667,,1.0,6.36363649368286,,5.33333349227905,,,,5.25,,,5.5,5.61538457870483,2.57142853736877,3.0,,,,1.92857146263123,,,,2.38461542129517,6.692307472229,3.75,6.18181800842285,2.81818175315857,6.09090900421143,,2.45454549789429,6.36363649368286,1.36363637447357,6.72727251052856,2.0,3.81818175315857,2.63636374473572,6.09090900421143,,2.3636363,6.2727275,,2.66666674613953,3.33333325386047,1.5454545,8.818182,,,,4.5,3.1428571,5.5999999,5.0999999,,,2.09999990463257,6.59999990463257,,,,,,,,,,,2020.1
912,NL,1,1,2014,11,1005,Green,22110.0,GL,2.3,2.7,2012,7.0,0.0,6.54545450210571,6.3636365,2.4444444,,1.0909091,7.0,,5.375,,5.2857141,,5.80000019073486,,,6.5,5.57142877578735,2.33333325386047,2.66666674613953,5.7777777,,,1.0,6.2222223,,,2.75,,3.22222232818604,,3.66666674613953,,2.7777777,1.77777779102325,,0.875,,1.66666662693024,,1.125,,,1.6666666,,,3.5,,1.25,,,,,4.0,,5.125,,,,1.85714280605316,,1.375,,,,1.7142857,1.8333334,,6.0,14.0,13.0,2020.1
913,NL,1,1,2014,11,1018,Green,22951.0,PvdD,1.9,1.3,2012,4.2,0.0,3.71428561210632,6.0,2.0,,2.5714285,3.66666674613953,,2.16666674613953,,2.25,,1.5,,,3.0,3.0,2.88888883590698,2.42857146263123,4.5555553,,,2.33333325386047,3.8888888,,,2.75,,1.25,,2.66666674613953,,2.0,2.75,,2.0,,1.33333337306976,,2.33333325386047,,,3.0,,,3.20000004768372,,0.85714287,,,,,5.0,,7.3333335,,,,4.33333349227905,,5.0,,,,5.0,2.2,,6.0,38.0,18.0,2020.1
914,NL,1,1,2019,13,1005,Green,22110.0,GL,9.1,9.3000002,2017,10.9,0.0,6.46153831481934,6.3333335,1.3333334,1.8888888,,,,5.5,,5.6666665,,5.33333349227905,,6.09999990463257,6.0,,2.30769228935242,2.38461542129517,6.0,2.6666667,2.125,0.846153855323792,6.9166665,1.3333334,1.4,1.91666662693024,,2.41666674613953,,2.18181824684143,6.63636350631714,2.9166667,2.33333325386047,,1.63636362552643,,1.58333337306976,,1.61538457870483,6.27272748947144,1.75,1.5,6.4545455,1.1818181,2.36363625526428,,1.5384616,9.3076925,,,4.6363635,5.75,,,,,,1.83333337306976,,1.75,3.0,3.0,5.0,3.0,1.5555556,3.9166667,,,,2020.1
915,NL,1,1,2019,13,1018,Green,22951.0,PVdD,3.2,3.3,2017,4.02,0.0,2.63636374473572,4.818182,1.0,2.1666667,,,,2.44444441795349,,2.1428571,,3.0,,3.33333325386047,2.28571438789368,,2.38461542129517,3.18181824684143,3.7272727,3.3333333,2.7142856,2.92307686805725,4.5454545,2.5,0.80000001,2.36363625526428,,2.0,,3.11111116409302,3.66666674613953,2.1818182,2.71428561210632,,2.375,,2.28571438789368,,3.22222232818604,3.09999990463257,2.2,3.8,3.125,2.6666667,3.0,,1.0,9.6923075,,,7.7142859,7.0,,,,,,3.875,,4.3000002,2.3333333,2.0,6.2857141,5.9166665,2.7777777,7.090909,,,,2020.1
916,UK,1,1,1999,13,1107,Green,,GREEN,0.200000002980232,0.0,1997,6.25,0.0,4.44444465637207,4.375,2.5,,,5.33333349227905,4.75,,6.25,,,6.0,7.0,5.75,4.75,,2.25,1.875,,,,1.77777779102325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
917,UK,1,1,2006,9,1107,Green,,GREEN,1.0,0.0,2005,6.30000019073486,0.0,3.78,4.4333329,4.0,,,5.5,,3.57,,,,5.67,,,4.17,4.5,2.89,2.88,,,,2.25,,,,2.75,5.28999996185303,2.88000011444092,4.5,2.82999992370606,6.0,,2.32999992370606,5.1399998664856,1.5,5.82999992370606,2.32999992370606,2.5,3.5699999332428,3.28999996185303,,3.4300001,,,5.67000007629395,4.5,,,1.67,4.5,,1.14,8.1400003,,,1.0,6.1399999,2.82999992370606,3.32999992370606,,,,,,,,,,,2020.1
918,UK,1,1,2010,16,1107,Green,,GREEN,1.0,0.2,2010,8.10000038146973,0.0,4.692307472229,4.7619047,2.4545455,,1.8666667,4.80000019073486,,3.66666674613953,,,,5.0,,,4.11111116409302,4.875,2.53333330154419,1.92307686805725,,,,1.42857146263123,,,,2.0,6.5,2.30769228935242,4.45454549789429,2.07692313194275,5.55555534362793,,2.0,5.33333349227905,0.846153855323792,6.45454549789429,1.90909087657929,2.0,2.5,4.27272748947144,,2.6666667,4.0,,4.875,2.77777767181397,0.61538464,9.0,,,,1.8,6.2222223,7.9000001,4.9000001,,,2.22222232818604,5.625,,,,,,,,,,,2020.1
919,UK,1,1,2014,7,1107,Green,,GREEN,1.0,0.2,2010,7.9,0.0,5.16666650772095,4.5714288,4.0,,1.4285715,6.0,,3.75,,3.0,,6.5,,,4.25,4.0,1.85714280605316,2.0,5.2857141,,,1.0,6.8571429,,,1.5,,1.71428573131561,,1.83333337306976,,2.1428571,1.20000004768372,,0.833333313465118,,2.0,,2.14285707473755,,,2.0,,,5.0,,0.42857143,,,,,2.0,,6.8000002,,,,1.16666662693024,,1.1666666,,,,7.6666665,5.1428571,,6.0,14.0,2.0,2020.1
920,UK,1,1,2019,17,1107,Green,,GREEN,2.7,0.2,2019,12.1,0.0,6.70588254928589,7.7647057,0.875,1.2857143,,,,5.53846168518066,,5.0,,5.83333349227905,,5.91666650772095,5.25,,2.0,2.11764717102051,5.4000001,1.6,1.4,0.8125,6.7857141,2.0,1.0,2.0,,1.66666662693024,,1.875,6.4375,1.875,1.78571426868439,,0.705882370471954,,2.40000009536743,,1.70588231086731,4.26666688919067,1.4166666,2.5,5.0833335,1.2222222,3.36363625526428,,1.0,9.0588236,,,5.8888888,2.5999999,,,,,,1.92307686805725,,1.3125,3.25,2.2142856,5.9230771,5.0666666,2.2307692,2.6153846,,,,2020.1
921,PT,1,1,2014,8,1209,Green,,MPT,0.4,0.0,2011,7.7,0.0,3.40000009536743,4.7142859,2.5,,1.75,5.0,,5.5,,3.0,,6.0,,,4.0,4.0,6.75,7.0,8.0,,,6.33333349227905,3.8,,,4.33333349227905,,4.33333349227905,,3.0,,7.0,2.66666674613953,,8.0,,7.0,,7.0,,,7.5,,,6.33333349227905,,0.5,,,,,5.0,,6.0,,,,8.0,,6.6666665,,,,8.0,7.6666665,,1.0,3.0,6.0,2020.1
922,PT,1,1,2019,8,1211,Green,,PEV,1.11,0.89999998,2019,0.0,0.0,3.0,5.5714288,0.33333334,5.0,,,,3.66666674613953,,2.0,,4.2857141494751,,2.79999995231628,3.33333325386047,,1.14285719394684,1.28571426868439,7.1428571,0.66666669,2.0,4.875,7.0,1.5,1.0,2.28571438789368,,1.16666662693024,,1.16666662693024,7.5,1.2857143,4.42857122421265,,3.57142853736877,,0.833333313465118,,2.14285707473755,4.42857122421265,1.8,2.0,4.8571429,2.0,7.0,,2.1428571,8.375,,,8.333333,2.7142856,,,,,,1.5,,4.8000002,1.5,2.0,6.8333335,7.3333335,8.0,7.3333335,,,,2020.1
923,PT,1,1,2019,8,1250,Green,,PAN,3.49,1.8,2019,5.46,0.0,4.16666650772095,4.1428571,4.0,6.6666665,,,,5.25,,2.6666667,,5.7142858505249,,4.33333349227905,5.25,,3.42857146263123,3.83333325386047,5.25,1.0,6.0,4.0,7.3333335,1.3333334,3.0,3.20000004768372,,4.0,,2.79999995231628,4.66666650772095,3.5,3.83333325386047,,3.14285707473755,,1.0,,3.20000004768372,2.83333325386047,2.5,2.5,3.5999999,2.5,5.19999980926514,,2.0,8.5714283,,,6.0,4.0,,,,,,2.5,,3.0,0.33333334,0.60000002,7.3333335,7.6666665,7.5714288,7.0,,,,2020.1
924,AT,1,1,1999,5,1304,Green,42110.0,GRUNE,7.4,7.6999998,1999,9.28999996185303,0.0,5.30000019073486,5.0,3.5000002,,,7.0,5.0,,6.19999980926514,,,6.0,6.30000019073486,6.33333349227905,4.0,,2.90000009536743,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
925,AT,1,1,2002,8,1304,Green,42110.0,GRUNE,9.5,9.3000002,2002,9.28999996185303,0.0,6.13,7.1000004,3.2,,,6.25,,4.86,6.14,,4.0,5.88,6.88,6.0,5.13,,2.83,2.83,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
926,AT,1,1,2006,8,1304,Green,42110.0,GRUNE,11.1,11.5,2006,12.8999996185303,0.0,6.13,5.8333335,4.0,,,6.0,,3.5,,,,5.6,,,4.17,5.17,2.17,2.6,,,,0.83,,,,1.66999995708466,7.32999992370606,2.32999992370606,5.67000007629395,1.5,7.17000007629395,,0.8299999833107,8.17000007629395,0.170000001788139,8.5,0.670000016689301,4.17000007629395,1.0,9.0,,0.67000002,,,3.0,6.17000007629395,,,1.67,8.6700001,,3.6700001,3.8299999,,,1.0,5.8299999,0.5,6.82999992370606,,,,,,,,,,,2020.1
927,AT,1,1,2010,14,1304,Green,42110.0,GRUNE,10.43,10.9,2008,9.93000030517578,0.0,6.07142877578735,5.9523811,2.5384614,,1.2142857,6.307692527771,,5.0,,,,6.16666650772095,,,5.2857141494751,5.35714292526245,2.28571438789368,2.21428561210632,,,,1.5,,,,2.0,6.7142858505249,2.35714292526245,5.5,2.0,6.2857141494751,,1.71428573131561,7.42857122421265,0.857142865657806,8.0714282989502,1.85714280605316,3.71428561210632,1.5,7.92857122421265,,1.6428572,7.8571429,,3.0,5.57142877578735,1.1428572,8.5714283,,,,4.2142859,4.7857141,6.2307692,5.1428571,,,1.85714280605316,8.07692337036133,,,,,,,,,,,2020.1
928,AT,1,1,2014,10,1304,Green,42110.0,GRUNE,12.4,13.1,2013,14.5,0.0,6.5,5.1999998,2.4000001,,1.0,6.09999990463257,,5.09999990463257,,4.5555553,,5.66666650772095,,,5.59999990463257,4.09999990463257,3.0,2.79999995231628,5.4000001,,,1.70000004768372,7.3000002,,,2.5,,3.20000004768372,,2.09999990463257,,2.7777777,1.79999995231628,,0.888888895511627,,1.10000002384186,,1.66666662693024,,,1.8,,,2.79999995231628,,1.6,,,,,4.4000001,,5.5999999,,,,1.39999997615814,,1.6,,,,4.8000002,8.1000004,,6.0,3.0,14.0,2020.1
929,AT,1,1,2019,10,1304,Green,42110.0,Grune,13.9,14.2,2019,14.1,0.5,6.5,6.8000002,2.0,1.625,,,,5.0,,5.2222223,,4.66666650772095,,5.90000009536743,5.44444465637207,,2.5,2.5,4.6999998,2.5,3.5,1.39999997615814,6.8000002,0.5,1.5,2.5,,2.40000009536743,,2.5,6.40000009536743,2.7,2.09999990463257,,0.5,,1.11111116409302,,2.70000004768372,6.09999990463257,2.5999999,1.4,6.0,1.9,2.44444441795349,,1.5,10.0,,,5.8888888,5.0,,,,,,1.60000002384186,,1.3,2.875,1.4,6.0,3.3,7.4000001,4.7777777,,,,2020.1
930,FI,1,1,1999,5,1413,Green,,KIPU,0.4,0.5,1999,,0.0,2.5,4.375,0.0,,,3.75,1.75,,2.0,,,4.25,4.5,1.75,1.75,,4.75,4.5,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
931,FI,1,1,1999,5,1408,Green,14110.0,VIHR,7.3,5.5,1999,13.3999996185303,1.0,5.19999980926514,5.0,3.0,,,5.59999990463257,3.59999990463257,,5.0,,,5.40000009536743,6.80000019073486,5.40000009536743,3.59999990463257,,3.79999995231628,3.79999995231628,,,,3.59999990463257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
932,FI,1,1,2002,9,1408,Green,14110.0,VIHR,7.3,5.5,1999,13.3999996185303,1.0,5.67,7.4000001,3.5777776,,,5.56,,4.89,5.13,,4.63,5.0,6.75,4.86,4.22,,3.67,3.33,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
933,FI,1,1,2006,12,1408,Green,14110.0,VIHR,8.0,7.0,2003,10.3999996185303,0.0,5.67,6.0666666,3.0899999,,,5.55,,4.91,,,,5.33,,,4.73,4.73,4.0,3.36,,,,2.18,,,,3.77999997138977,5.1100001335144,4.63000011444092,5.0,3.44000005722046,5.38000011444092,,2.38000011444092,5.44000005722046,2.0,6.8899998664856,2.10999989509583,3.0,1.55999994277954,5.8899998664856,,2.6700001,,,3.44000005722046,4.8899998664856,,,1.89,5.7800002,,5.0,4.5,,,3.1099999,4.2199998,2.77999997138977,5.1100001335144,,,,,,,,,,,2020.1
934,FI,1,1,2010,10,1408,Green,14110.0,VIHR,8.5,7.5,2007,12.3999996185303,1.0,6.11111116409302,7.3333335,1.8,,1.1,5.90000009536743,,5.66666650772095,,,,5.625,,,5.125,5.5,4.59999990463257,4.40000009536743,,,,2.09999990463257,,,,4.0,5.90000009536743,4.55555534362793,5.11111116409302,3.59999990463257,4.90000009536743,,2.59999990463257,6.40000009536743,1.20000004768372,8.0,1.875,3.0,2.0,7.09999990463257,,2.0999999,6.7777777,,2.20000004768372,5.22222232818604,1.1,8.8000002,,,,6.125,4.25,5.1111112,4.4444447,,,2.29999995231628,5.5,,,,,,,,,,,2020.1
935,FI,1,1,2014,10,1408,Green,14110.0,VIHR,7.3,5.0,2011,9.3,0.5,5.90000009536743,6.0999999,3.0,,1.2,5.875,,5.5,,4.875,,4.88888883590698,,,5.33333349227905,4.88888883590698,4.44444465637207,4.44444465637207,5.8888888,,,0.777777791023254,9.0,,,4.875,,5.14285707473755,,3.85714292526245,,4.375,2.0,,1.0,,1.375,,1.375,,,1.25,,,1.875,,1.0,,,,,6.25,,4.5714288,,,,2.125,,1.375,,,,4.25,4.8333335,,6.0,16.0,11.0,2020.1
936,FI,1,1,2019,14,1408,Green,14110.0,VIHR,11.5,10.1,2019,16.0,0.5,6.5,6.5384617,1.75,1.5,,,,6.33333349227905,,5.090909,,5.44444465637207,,5.81818199157715,4.59999990463257,,3.71428561210632,4.14285707473755,5.8571429,4.0,4.1999998,0.928571403026581,8.5714283,1.25,1.5,3.0,,3.78571438789368,,2.85714292526245,6.14285707473755,3.7142856,1.85714280605316,,0.714285731315613,,1.38461542129517,,1.28571426868439,8.2857141494751,1.5,2.0,7.8571429,1.5,1.78571426868439,,1.7142857,9.5714283,,,3.6363637,5.4615383,,,,,,1.64285719394684,,1.1428572,2.4444444,1.4545455,5.25,2.9230769,3.090909,4.4545455,,,,2020.1
937,SE,1,1,1999,9,1607,Green,11110.0,MP,4.5,4.5999999,1998,9.5,0.0,1.33333337306976,6.25,1.388889,,,4.11111116409302,1.375,,4.0,,,3.75,6.875,3.33333325386047,1.42857146263123,,3.22222232818604,3.22222232818604,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
938,SE,1,1,2002,12,1607,Socialist,11110.0,MP,4.6,4.9000001,2002,9.5,0.0,1.83,6.0999999,1.1999999,,,1.92,,2.17,4.1,,1.9,4.0,6.0,2.7,1.33,,3.33,3.75,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.1
939,SE,1,1,2006,11,1607,Green,11110.0,MP,5.2,5.4000001,2006,6.0,0.0,2.0,5.1666665,2.55,,,3.44,,3.22,,,,4.71,,,1.67,5.86,3.33,3.33,,,,2.78,,,,2.55999994277954,6.8899998664856,3.89000010490418,5.0,2.55999994277954,6.67000007629395,,2.77999997138977,5.8899998664856,3.22000002861023,6.67000007629395,1.55999994277954,2.89000010490418,2.32999992370606,6.32999992370606,,2.25,,,4.78000020980835,5.13000011444092,,,3.5,5.25,,3.8800001,5.8600001,,,1.5599999,6.6700001,2.77999997138977,5.1399998664856,,,,,,,,,,,2020.1
940,SE,1,1,2010,15,1607,Green,11110.0,MP,7.3,7.1999998,2010,11.0200004577637,0.0,3.40000009536743,6.6666665,4.8000002,,2.2,4.38461542129517,,3.33333325386047,,,,4.41666650772095,,,2.73333334922791,5.76923084259033,3.5,3.64285707473755,,,,2.8461537361145,,,,2.85714292526245,7.2857141494751,3.92857146263123,5.61538457870483,3.21428561210632,6.42857122421265,,2.71428561210632,5.2857141494751,1.28571426868439,6.42857122421265,2.14285707473755,3.92857146263123,1.64285719394684,5.85714292526245,,1.8333334,5.9166665,,4.92857122421265,4.35714292526245,1.0714285,8.8571424,,,,2.9230769,5.5384617,6.7857141,5.9285712,,,2.69230771064758,5.46153831481934,,,,,,,,,,,2020.1
941,SE,1,1,2014,22,1607,Green,11110.0,MP,6.9,7.1999998,2014,15.4,0.5,4.40909099578857,4.8095236,4.0476189,,1.9090909,4.5625,,4.10526323318481,,2.5333333,,4.692307472229,,,3.27777767181397,5.0,3.28571438789368,3.5238094329834,4.9523811,,,1.61904764175415,7.1428571,,,2.94736838340759,,3.77777767181397,,3.38888883590698,,3.4210527,2.33333325386047,,0.842105269432068,,1.77777779102325,,0.555555582046509,,,0.78947371,,,3.15789484977722,,0.36842105,,,,,3.5999999,,6.3684211,,,,1.625,,1.1666666,,,,3.5789473,2.1666667,,6.0,13.0,9.0,2020.1
942,SE,1,1,2019,17,1607,Green,11110.0,MP,4.4,4.5999999,2018,11.52,1.0,5.11764717102051,4.5882354,3.5,3.8,,,,4.64285707473755,,3.0833333,,4.90000009536743,,3.92307686805725,2.53846144676209,,3.29411768913269,3.94117641448975,4.352941,3.7777777,4.0,1.58823525905609,7.8125,1.875,1.125,3.41176462173462,,3.875,,3.0,5.875,3.7647059,1.70588231086731,,0.411764711141586,,1.5,,1.3125,8.0,1.7647059,0.88235295,7.25,2.0,3.76470589637756,,0.58823532,9.4705887,,,4.5714288,3.8125,,,,,,1.125,,1.0588236,1.5,1.2857143,5.4000001,2.0,0.85714287,3.6666667,,,,2020.1
943,BG,0,1,2019,21,2018,Green,,DB,2.96,0.0,2017,,0.0,6.8125,9.0555553,1.8,0.77777779,,,,6.66666650772095,,5.5714288,,6.05555534362793,,5.3125,5.83333349227905,,6.05000019073486,6.77777767181397,6.8000002,3.6666667,4.181818,2.79999995231628,6.4499998,2.7272727,3.4285715,5.15000009536743,,5.84999990463257,,5.55000019073486,4.875,6.4499998,2.36842107772827,,2.26315784454346,,1.875,,4.25,3.84999990463257,2.7333333,3.4736843,4.8333335,2.7058823,2.47368431091309,,3.2105262,6.4000001,,,2.2222223,1.7857143,,,,,,2.57894730567932,,2.1052632,6.8947368,1.6111112,2.9000001,5.0999999,8.3157892,4.0500002,,,,2020.1
944,CZ,0,1,2006,8,2107,Green,82110.0,SZ,6.3,3.0,2006,3.20000004768372,0.0,6.25,7.9333339,2.0,,,6.17,,6.0,,,,6.0,,,5.83,4.8,4.86,5.17,,,,2.0,,,,5.67000007629395,5.82999992370606,6.17000007629395,6.67000007629395,5.67000007629395,4.59999990463257,,2.40000009536743,7.19999980926514,3.0,6.80000019073486,2.0,2.79999995231628,4.75,4.75,,2.4000001,,,4.5,3.79999995231628,,,3.4000001,5.75,,4.0,5.75,,,4.0,6.1999998,3.40000009536743,7.19999980926514,,,,,,,,,,,2020.1
945,CZ,0,1,2010,20,2107,Green,82110.0,SZ,2.4,0.0,2010,2.05999994277954,0.0,6.70588254928589,9.0740747,1.1176471,,1.1578947,6.40000009536743,,5.82352924346924,,,,6.4375,,,6.05555534362793,5.25,5.33333349227905,5.21052646636963,,,,1.68421053886414,,,,4.59999990463257,5.29411745071411,4.66666650772095,4.93333339691162,4.7142858505249,4.47058820724487,,2.76470589637756,5.6875,0.764705896377564,6.8125,1.94117641448975,3.11764717102051,3.13333344459534,4.40000009536743,,1.8571428,4.7142859,,3.2666666507721,3.85714292526245,2.3529413,9.125,,,,2.1333334,5.0,5.4000001,4.8235292,,,2.75,5.58823537826538,,,,,,,,,,,2020.1
946,CZ,0,1,2014,15,2107,Green,82110.0,SZ,3.2,0.0,2013,3.8,0.0,6.57142877578735,6.6666665,2.1538463,,1.0,5.90909099578857,,5.46153831481934,,5.5384617,,5.92307710647583,,,5.7142858505249,5.0,3.85714292526245,3.71428561210632,4.8571429,,,1.28571426868439,7.7142859,,,4.5,,4.27272748947144,,4.09090900421143,,3.8333333,2.25,,1.46153843402863,,2.08333325386047,,1.33333337306976,,,1.2727273,,,2.91666674613953,,0.84615386,,,,,3.0999999,,4.818182,,,,1.61538457870483,,1.9230769,,,,5.8461537,7.0,,6.0,16.0,2.0,2020.1
947,EE,0,1,2010,14,2207,Green,83110.0,EER,7.1,5.9000001,2007,2.73000001907349,1.0,5.8461537361145,5.3846154,2.7777777,,1.4285715,4.85714292526245,,6.14285707473755,,,,6.33333349227905,,,6.0,4.83333349227905,4.54545450210571,5.33333349227905,,,,2.83333325386047,,,,4.54545450210571,4.46153831481934,5.0,3.09090900421143,4.66666650772095,3.45454549789429,,3.36363625526428,4.22222232818604,3.0,2.66666674613953,2.77777767181397,1.11111116409302,5.0,2.0,,4.7142859,2.6666667,,4.59999990463257,4.69999980926514,2.0769231,8.2307692,,,,3.1428571,3.1428571,4.5,2.4444444,,,4.5,3.11111116409302,,,,,,,,,,,2020.1
948,EE,0,1,2014,8,2207,Green,83110.0,EER,3.8,0.0,2011,,0.0,6.0,6.375,2.5,,1.0,5.80000019073486,,6.2857141494751,,4.0,,6.875,,,6.5,4.5,5.75,6.0,4.875,,,4.2857141494751,5.375,,,4.57142877578735,,5.33333349227905,,5.33333349227905,,5.3333335,3.83333325386047,,4.0,,3.16666674613953,,5.66666650772095,,,4.0,,,4.7142858505249,,2.375,,,,,3.5999999,,2.4000001,,,,5.0,,4.2857141,,,,7.5,7.75,,6.0,2.0,31.0,2020.1
